rowid,ID,Country,Type,Date,Year,Title,Outcome
7005,Latvia Agenda,Latvia,Agenda,2019-06-13,2019,Latvia condemns the crimes of communist regimes. Without exceptions.In the initiative will be submitted to the Saeima of the Republic of Latvia,PreAdmissible_FailedPostSignature
7006,Latvia Agenda,Latvia,Agenda,2019-06-27,2019,An open salary of public administration will be submitted to the Saeima of the Republic of Latvia,PreAdmissible_FailedPostSignature
7007,Latvia Agenda,Latvia,Agenda,2019-07-29,2019,Another passport for easier travel initiatives will be submitted to the Saeima of the Republic of Latvia,PreAdmissible_FailedPostSignature
7008,Latvia Agenda,Latvia,Agenda,2019-10-07,2019,Expanding professional opportunities for previously punished people will be submitted to the Saeima of the Republic of Latvia in the Saeima,PreAdmissible_FailedPostSignature
7009,Latvia Agenda,Latvia,Agenda,2019-10-07,2019,"For clean air in Riga, the initiative will be submitted to the Ministry of Environmental Protection and Regional Development",PreAdmissible_FailedPostSignature
7010,Latvia Agenda,Latvia,Agenda,2019-11-21,2019,An animal rights will be submitted to the Saeima of the Republic of Latvia in the Saeima,PreAdmissible_FailedPostSignature
7011,Latvia Agenda,Latvia,Agenda,2019-11-21,2019,Responsibility for apartment owners for violations of smoking prohibitions in their apartments will be submitted to the Saeima of the Republic of Latvia,PreAdmissible_FailedPostSignature
7012,Latvia Agenda,Latvia,Agenda,2019-11-21,2019,A reasonable number of united positions will be submitted to the Saeima of the Republic of Latvia,PreAdmissible_FailedPostSignature
7013,Latvia Agenda,Latvia,Agenda,2019-11-29,2019,"The state to support lung cancer patients, as is the case in Estonia and Lithuania's initiative will be submitted to the Saeima of the Republic of Latvia",PreAdmissible_FailedPostSignature
7014,Latvia Agenda,Latvia,Agenda,2019-12-31,2019,August 15 - Celebration Day will be submitted to the Saeima of the Republic of Latvia,PreAdmissible_FailedPostSignature
7015,Latvia Agenda,Latvia,Agenda,2020-01-02,2020,The right to choose the type of pension will be submitted to the Saeima of the Republic of Latvia,PreAdmissible_FailedPostSignature
7016,Latvia Agenda,Latvia,Agenda,2020-01-02,2020,To merge Riga and Jurmala - a proposal for territorial reforms will be submitted to the Saeima of the Republic of Latvia,PreAdmissible_FailedPostSignature
7017,Latvia Agenda,Latvia,Agenda,2020-01-07,2020,The initiative of the state and local government -friendly state and local government will be submitted to the Saeima of the Republic of Latvia,PreAdmissible_FailedPostSignature
7018,Latvia Agenda,Latvia,Agenda,2020-01-30,2020,For the removal of small nominal coins from the circulation initiative will be submitted to the Saeima of the Republic of Latvia,PreAdmissible_FailedPostSignature
7019,Latvia Agenda,Latvia,Agenda,2020-02-01,2020,"Bank cards as a way of payment for the school, will be submitted to the Saeima of the Republic of Latvia",PreAdmissible_FailedPostSignature
7020,Latvia Agenda,Latvia,Agenda,2020-02-18,2020,The proportionality of the penalties will be submitted to the Saeima of the Republic of Latvia as a driver of punishment,PreAdmissible_FailedPostSignature
7021,Latvia Agenda,Latvia,Agenda,2020-02-18,2020,"In addition to Charlatans, the Ininitative will be submitted to the Saeima of the Republic of Latvia for medicine",PreAdmissible_FailedPostSignature
7022,Latvia Agenda,Latvia,Agenda,2020-02-27,2020,"The city of Jelgava, Jelgava and Ozolnieki Municipality must remain separately in the initiative will be submitted to the Saeima of the Republic of Latvia",PreAdmissible_FailedPostSignature
7023,Latvia Agenda,Latvia,Agenda,2020-03-13,2020,The initiative of three -level municipalities will be submitted to the Saeima of the Republic of Latvia,PreAdmissible_FailedPostSignature
7024,Latvia Agenda,Latvia,Agenda,2020-03-23,2020,The salary of medical staff will be submitted to the Saeima of the Republic of Latvia for the granting of funding,PreAdmissible_FailedPostSignature
7025,Latvia Agenda,Latvia,Agenda,2020-04-06,2020,The introduction of the guaranteed basic income for the residents of Latvia will be submitted to the Saeima of the Republic of Latvia in the Saeima,PreAdmissible_FailedPostSignature
7026,Latvia Agenda,Latvia,Agenda,2020-04-06,2020,A one -time payment for citizens will be submitted to the Saeima of the Republic of Latvia for consumption maintenance.,PreAdmissible_FailedPostSignature
7027,Latvia Agenda,Latvia,Agenda,2020-04-17,2020,Developing a law on compensation disbursement denationalized buildings for existing and former tenants will be submitted to the Saeima of the Republic of Latvia in the Saeima,PreAdmissible_FailedPostSignature
7028,Latvia Agenda,Latvia,Agenda,2020-04-24,2020,Up to 50% increase PIT profit for land below apartment building Initiative will be submitted to the Saeima of the Republic of Latvia,PreAdmissible_FailedPostSignature
7029,Latvia Agenda,Latvia,Agenda,2020-06-01,2020,Paying missions for all workers will be submitted to the Saeima of the Republic of Latvia in the Saeima,PreAdmissible_FailedPostSignature
7030,Latvia Agenda,Latvia,Agenda,2020-06-04,2020,The initiative will be submitted to the Saeima of the Republic of Latvia for accessible courts with disabilities,PreAdmissible_FailedPostSignature
7031,Latvia Agenda,Latvia,Agenda,2020-07-06,2020,A reasonable solution to parking of cars in the courtyard of apartment buildings will be submitted to the Saeima of the Republic of Latvia,PreAdmissible_FailedPostSignature
7032,Latvia Agenda,Latvia,Agenda,2020-07-06,2020,For inclusive and high quality public health care will be submitted to the Saeima of the Republic of Latvia,PreAdmissible_FailedPostSignature
7033,Latvia Agenda,Latvia,Agenda,2020-07-16,2020,Initiatives for increasing the health sector budget will be submitted to the Saeima of the Republic of Latvia,PreAdmissible_FailedPostSignature
7034,Latvia Agenda,Latvia,Agenda,2020-07-28,2020,Let the small business grow in initiative will be submitted to the Saeima of the Republic of Latvia,PreAdmissible_FailedPostSignature
7035,Latvia Agenda,Latvia,Agenda,2020-07-31,2020,The proportionality of the representative expenditure of senior officials will be submitted to the Saeima of the Republic of Latvia,PreAdmissible_FailedPostSignature
7036,Latvia Agenda,Latvia,Agenda,2020-08-04,2020,A free choice for the form of education will be submitted to the Saeima of the Republic of Latvia,PreAdmissible_FailedPostSignature
7037,Latvia Agenda,Latvia,Agenda,2020-08-13,2020,"For equal support for all students under the influence of Covid-19, the initiative will be submitted to the Saeima of the Republic of Latvia",PreAdmissible_FailedPostSignature
7038,Latvia Agenda,Latvia,Agenda,2020-08-18,2020,"The development of the municipality will be submitted to the Saeima of the Republic of Latvia for the development of entrepreneurship, limiting the municipal deputies",PreAdmissible_FailedPostSignature
7039,Latvia Agenda,Latvia,Agenda,2020-09-03,2020,The postponement of tax changes by 2022 will be submitted to the Saeima of the Republic of Latvia,PreAdmissible_FailedPostSignature
7040,Latvia Agenda,Latvia,Agenda,2020-09-08,2020,The initiative of education will be submitted to everyone in Latvia in the Saeima of the Republic of Latvia,PreAdmissible_FailedPostSignature
7041,Latvia Agenda,Latvia,Agenda,2020-09-09,2020,Providing effective medicines for ovarian cancer patients will be submitted to the Saeima of the Republic of Latvia in the Saeima,PreAdmissible_FailedPostSignature
7042,Latvia Agenda,Latvia,Agenda,2020-09-28,2020,The introduction of electronic voting will be submitted to the Saeima of the Republic of Latvia,PreAdmissible_FailedPostSignature
7043,Latvia Agenda,Latvia,Agenda,2020-09-28,2020,For more responsible quick credit initiatives will be submitted to the Saeima of the Republic of Latvia,PreAdmissible_FailedPostSignature
7044,Latvia Agenda,Latvia,Agenda,2020-10-13,2020,OCTA motor vehicles will be submitted to the Saeima of the Republic of Latvia from 1 month.,PreAdmissible_FailedPostSignature
7045,Latvia Agenda,Latvia,Agenda,2020-10-15,2020,We open the Municipality! The initiative will be submitted to the Saeima of the Republic of Latvia,PreAdmissible_FailedPostSignature
7046,Latvia Agenda,Latvia,Agenda,2020-10-21,2020,Internet casino closure in Latvia will be submitted to the Saeima of the Republic of Latvia in the Saeima,PreAdmissible_FailedPostSignature
7047,Latvia Agenda,Latvia,Agenda,2020-10-21,2020,"For sufficient funding for municipalities, the initiative will be submitted to the Saeima of the Republic of Latvia for the implementation of prevention programs",PreAdmissible_FailedPostSignature
7048,Latvia Agenda,Latvia,Agenda,2020-10-21,2020,The optional attendance of driver training theory classes will be submitted to the Cabinet of Ministers of the Republic of Latvia,PreAdmissible_FailedPostSignature
7049,Latvia Agenda,Latvia,Agenda,2020-11-05,2020,The road to be submitted to the Saeima of the Republic of Latvia will be submitted to the road.,PreAdmissible_FailedPostSignature
7050,Latvia Agenda,Latvia,Agenda,2020-11-11,2020,"For equal medicine, the initiative will also be submitted to the Saeima of the Republic of Latvia",PreAdmissible_FailedPostSignature
7051,Latvia Agenda,Latvia,Agenda,2020-11-16,2020,Children's personal identification number with birth data! The initiative will be submitted to the Saeima of the Republic of Latvia,PreAdmissible_FailedPostSignature
7052,Latvia Agenda,Latvia,Agenda,2020-11-17,2020,"For life -safe education - to protect the lives of children, teachers, parents and grandparents! The initiative will be submitted to the Saeima of the Republic of Latvia",PreAdmissible_FailedPostSignature
7053,Latvia Agenda,Latvia,Agenda,2020-11-19,2020,The construction of prison prison in Liepaja will be submitted to the Saeima of the Republic of Latvia in the Saeima,PreAdmissible_FailedPostSignature
7054,Latvia Agenda,Latvia,Agenda,2020-11-19,2020,The (non) attendance of the school during the epidemiological situation will be submitted to the Saeima of the Republic of Latvia,PreAdmissible_FailedPostSignature
7055,Latvia Agenda,Latvia,Agenda,2020-11-23,2020,Integration and inclusion of students with special needs in pre -school and comprehensive institutions will be submitted to the Saeima of the Republic of Latvia,PreAdmissible_FailedPostSignature
7056,Latvia Agenda,Latvia,Agenda,2020-12-02,2020,The initiative of the amnesty law will be submitted to the Saeima of the Republic of Latvia,PreAdmissible_FailedPostSignature
7057,Latvia Agenda,Latvia,Agenda,2020-12-16,2020,Let's help our sailors return home initiative will be submitted to the Saeima of the Republic of Latvia,PreAdmissible_FailedPostSignature
7058,Latvia Agenda,Latvia,Agenda,2020-12-18,2020,The cancellation or postponement of changes in the tax regime of the micro -enterprise will be submitted to the Saeima of the Republic of Latvia,PreAdmissible_FailedPostSignature
7059,Latvia Agenda,Latvia,Agenda,2020-12-22,2020,The regulatory enactments will be submitted to the Saeima of the Republic of Latvia for the determination of the criteria for perfect reputation,PreAdmissible_FailedPostSignature
7060,Latvia Agenda,Latvia,Agenda,2020-12-22,2020,Initiative will be submitted to the Saeima of the Republic of Latvia for the cancellation of the media fee,PreAdmissible_FailedPostSignature
7061,Latvia Agenda,Latvia,Agenda,2020-12-28,2020,To adopt a law on cohabitation in one household or Communicators will be submitted to the Saeima of the Republic of Latvia,PreAdmissible_FailedPostSignature
7062,Latvia Agenda,Latvia,Agenda,2011-06-11,2011,The initiative of Latvian forests will be submitted to the Saeima of the Republic of Latvia,PostAdmissible
7063,Latvia Agenda,Latvia,Agenda,2012-04-16,2012,Alcohol from the age of 21 will be submitted to the Saeima of the Republic of Latvia,PostAdmissible
7064,Latvia Agenda,Latvia,Agenda,2012-12-06,2012,Introducing the Human Terms of Holding Dogs will be submitted to the Saeima of the Republic of Latvia in the Saeima,PostAdmissible
7065,Latvia Agenda,Latvia,Agenda,2013-12-15,2013,Latvian Land of Latvia will be submitted to the Latvian citizens in the Saeima of the Republic of Latvia,PostAdmissible
7066,Latvia Agenda,Latvia,Agenda,2014-06-20,2014,"For Latvia, free from GMO !!",PostAdmissible
7067,Latvia Agenda,Latvia,Agenda,2016-03-04,2016,The initiative will be submitted to the Saeima of the Republic of Latvia for nesting during the forestry period during the nesting of birds,PostAdmissible
7068,Latvia Agenda,Latvia,Agenda,2016-03-16,2016,The only property of the real estate tax will be submitted in the Saeima of the Republic of Latvia to the only property,PostAdmissible
7069,Latvia Agenda,Latvia,Agenda,2016-06-15,2016,Allow the right turn to red light if it does not interfere with other leaders and the initiative will be submitted to the Saeima of the Republic of Latvia,PostAdmissible
7070,Latvia Agenda,Latvia,Agenda,2016-09-08,2016,The ban on the food packaging containing bisphenol A will be submitted in the Saeima of the Republic of Latvia,PostAdmissible
7071,Latvia Agenda,Latvia,Agenda,2017-01-27,2017,Group 3 disabled - free public transport! The initiative will be submitted to the Saeima of the Republic of Latvia,PostAdmissible
7072,Latvia Agenda,Latvia,Agenda,2017-02-06,2017,The restriction of the dismissed Members will be submitted to the elections in the Saeima of the Republic of Latvia,PostAdmissible
7073,Latvia Agenda,Latvia,Agenda,2017-03-09,2017,For good death - Legalization of euthanasia will be submitted to the Saeima of the Republic of Latvia,PostAdmissible
7074,Latvia Agenda,Latvia,Agenda,2017-04-11,2017,"Support for the State Serious Disease Melanoma, as in Lithuania and Estonia! The initiative will be submitted to the Saeima of the Republic of Latvia",PostAdmissible
7075,Latvia Agenda,Latvia,Agenda,2017-05-09,2017,Prevent discrimination in pre -school education teachers' employment initiative will be submitted to the Saeima of the Republic of Latvia,PostAdmissible
7076,Latvia Agenda,Latvia,Agenda,2017-06-13,2017,Allow Members' work in the Saeima will be submitted to the Saeima of the Republic of Latvia in the Saeima,PostAdmissible
7077,Latvia Agenda,Latvia,Agenda,2018-07-05,2018,Longer disability sheets for parents whose children are struggling with severe diagnoses!,PostAdmissible
7078,Latvia Agenda,Latvia,Agenda,2018-08-10,2018,"Prohibition of ""quick credit"" advertising in the media and the Internet. The initiative will be submitted to the Saeima of the Republic of Latvia",PostAdmissible
7079,Latvia Agenda,Latvia,Agenda,2018-11-27,2018,The initiative will be submitted to the Saeima of the Republic of Latvia for the ban on the use of pesticides in the settlement of country houses,PostAdmissible
7080,Latvia Agenda,Latvia,Agenda,2018-12-12,2018,To reduce VAT on medicines and medicines to 5%. The initiative will be submitted to the Saeima of the Republic of Latvia and the Ministry of Health,PostAdmissible
7081,Latvia Agenda,Latvia,Agenda,2019-02-13,2019,The continuous glucose monitoring system will save children with diabetes from early complications in the initiative will be submitted to the Saeima of the Republic of Latvia and the Ministry of Health,PostAdmissible
7082,Latvia Agenda,Latvia,Agenda,2019-03-08,2019,"For a woman's right to 100% paid leave, childbirth will be submitted to the Saeima of the Republic of Latvia",PostAdmissible
7083,Latvia Agenda,Latvia,Agenda,2019-03-20,2019,The Nanny co -financing will also be submitted to the parenting in the Saeima of the Republic of Latvia,PostAdmissible
7084,Latvia Agenda,Latvia,Agenda,2019-06-10,2019,Different types of packaging will be submitted to the Saeima of the Republic of Latvia for the possibility of refunding for recycling.,PostAdmissible
7085,Latvia Agenda,Latvia,Agenda,2019-10-16,2019,Postponing the increase in party funding until the next - 14th Saeima - will be submitted to the Saeima of the Republic of Latvia in the Saeima,PostAdmissible
7086,Latvia Agenda,Latvia,Agenda,2019-10-28,2019,The initiative of the initiative will be rejected for the openness of the use of state and municipal funds to be rejected,PostAdmissible
7087,Latvia Agenda,Latvia,Agenda,2019-11-25,2019,Equipped with GSM GSM GPS Tracking Devices Initiative will be submitted to the Saeima of the Republic of Latvia in the GSM GSM GSM.,PostAdmissible
7088,Latvia Agenda,Latvia,Agenda,2019-12-19,2019,"Help prevent long -term tree felling and create a park in place of the former bicycle rod ""Mars""! The initiative will be submitted to the Saeima of the Republic of Latvia",PostAdmissible
7089,Latvia Agenda,Latvia,Agenda,2019-12-28,2019,The festivities will be submitted to the Saeima of the Republic of Latvia without a fireworks,PostAdmissible
7090,Latvia Agenda,Latvia,Agenda,2020-07-03,2020,The psychotherapy initiative prescribed by the doctor will be submitted to the Saeima of the Republic of Latvia,PostAdmissible
7091,Latvia Agenda,Latvia,Agenda,2020-07-20,2020,Reducing VAT foods will be submitted to the Saeima of the Republic of Latvia in the Saeima,PostAdmissible
7092,Latvia Agenda,Latvia,Agenda,2020-08-10,2020,State -funded dentistry for children in acute situations will be submitted to the Saeima of the Republic of Latvia,PostAdmissible
7093,Latvia Agenda,Latvia,Agenda,2020-08-10,2020,The minimum monthly salary of € 630 will be submitted to the Saeima of the Republic of Latvia,PostAdmissible
7094,Latvia Agenda,Latvia,Agenda,2020-08-13,2020,"Pay earlier, pay 2x less! The initiative will be submitted to the Saeima of the Republic of Latvia",PostAdmissible
7095,Latvia Agenda,Latvia,Agenda,2020-08-27,2020,Do not eliminate the maternity department at Kuldiga and Dobele Hospital Ininitative will be submitted to the Saeima of the Republic of Latvia,PostAdmissible
7096,Latvia Agenda,Latvia,Agenda,2020-09-21,2020,For simplified small business tax reguins will be submitted to the Saeima of the Republic of Latvia,PostAdmissible
7097,Latvia Agenda,Latvia,Agenda,2020-10-08,2020,Parents' rights of large families to an earlier retirement initiative will be submitted to the Saeima of the Republic of Latvia,PostAdmissible
7098,Latvia Agenda,Latvia,Agenda,2020-10-15,2020,"For the replacement of transport compensation of Saeima deputies with public transport tickets, the initiative will be submitted to the Saeima of the Republic of Latvia",PostAdmissible
7099,Latvia Agenda,Latvia,Agenda,2020-10-15,2020,"For state -funded reconstruction operations, breast cancer patients will be submitted to the Saeima of the Republic of Latvia in the Saeima",PostAdmissible
7100,Latvia Agenda,Latvia,Agenda,2020-10-21,2020,The prohibition of lynx hunting will be submitted to the Saeima of the Republic of Latvia,PostAdmissible
7101,Latvia Agenda,Latvia,Agenda,2020-12-02,2020,Higher penalties for cruel treatment of animals will be submitted to the Saeima of the Republic of Latvia,PostAdmissible
7102,Latvia Agenda,Latvia,Agenda,2020-12-02,2020,Let the children at the school be free to breathe in the Saeima of the Republic of Latvia in the Saeima,PostAdmissible
7103,Latvia Proactive,Latvia,Proactive,2013-04-09,2013,"Draft law Amendment to the Constitution of the Republic of Latvia and draft law Amendments to the Law on Referendum, Initiation of Laws and European Citizens' Initiative",PreAdmissible_FailedPostSignature
7104,Latvia Proactive,Latvia,Proactive,2013-05-08,2013,Draft Amendment to the Constitution of the Republic of Latvia,PreAdmissible_FailedPostSignature
7105,Latvia Proactive,Latvia,Proactive,2013-05-28,2013,Proposal to hold a referendum on the recall of the 11th Saeima,PreAdmissible_FailedPostSignature
7106,Latvia Proactive,Latvia,Proactive,2013-11-21,2013,Draft law Amendments to the Law on the Protection of the Rights of the Child,PreAdmissible_FailedPostSignature
7107,Latvia Proactive,Latvia,Proactive,2014-08-04,2014,"Law on Amendments to the Law of 8 November 2012 on the Referendum, Initiation of Laws and Repeal of European Citizens' Initiatives",PreAdmissible_FailedPostSignature
7108,Latvia Proactive,Latvia,Proactive,2015-08-04,2015,"Law on Amendments to the Law of 8 November 2012 on the Law on Referendums, Initiation of Laws and Repeal of European Citizens' Initiatives",PreAdmissible_FailedPostSignature
7109,Latvia Proactive,Latvia,Proactive,2015-11-06,2015,Proposing the recall of the Saeima,PreAdmissible_FailedPostSignature
7110,Latvia Proactive,Latvia,Proactive,2016-08-02,2016,"Law on Amendments to the Law of 8 November 2012 on the Law on Referendums, Initiation of Laws and Repeal of European Citizens' Initiatives",PreAdmissible_FailedPostSignature
7111,Latvia Proactive,Latvia,Proactive,2016-11-23,2016,Proposing the recall of the Saeima,PreAdmissible_FailedPostSignature
7112,Latvia Proactive,Latvia,Proactive,2017-04-18,2017,Amendment to the Law on Real Estate Tax,PreAdmissible_FailedPostSignature
7113,Latvia Proactive,Latvia,Proactive,2017-08-29,2017,"Law on Amendments to the Law of 8 November 2012 on the Law on Referendums, Initiation of Laws and Repeal of European Citizens' Initiatives",PreAdmissible_FailedPostSignature
7114,Latvia Proactive,Latvia,Proactive,2018-04-23,2018,Amendment to the Law on Real Estate Tax,PreAdmissible_FailedPostSignature
7115,Latvia Proactive,Latvia,Proactive,2018-08-31,2018,"Law on the repeal of the Law of 8 November 2012 ""Amendments to the Law"" On Referendums, Initiation of Laws and European Citizens' Initiatives """,PreAdmissible_FailedPostSignature
7116,Latvia Proactive,Latvia,Proactive,2019-05-13,2019,"Amendment to the Law ""On Real Estate Tax""",PreAdmissible_FailedPostSignature
7117,Latvia Proactive,Latvia,Proactive,2019-08-29,2019,"Law on the repeal of the Law of 8 November 2012 ""Amendments to the Law"" On Referendums, Initiation of Laws and European Citizens' Initiatives """,PreAdmissible_FailedPostSignature
7118,Latvia Proactive,Latvia,Proactive,2019-11-15,2019,Proposing the recall of the Saeima,PreAdmissible_FailedPostSignature
7119,Latvia Proactive,Latvia,Proactive,2020-01-15,2020,"Draft Law ""Amendment to the Constitution of the Republic of Latvia""",PreAdmissible_FailedPostSignature
7120,Latvia Proactive,Latvia,Proactive,2020-03-07,2020,"Draft Law ""Amendments to the Constitution of the Republic of Latvia""",PreAdmissible_FailedPostSignature
7121,Latvia Proactive,Latvia,Proactive,2020-04-15,2020,"Draft Law “Amendments to the Law“ On Holidays, Remembrance and Celebration Days ””",PreAdmissible_FailedPostSignature
7122,Latvia Proactive,Latvia,Proactive,2020-09-25,2020,"Law on the repeal of the Law of 8 November 2012 ""Amendments to the Law"" On Referendums, Initiation of Laws and European Citizens' Initiatives """,PreAdmissible_FailedPostSignature
7123,Latvia Proactive,Latvia,Proactive,2020-12-29,2020,Proposing the recall of the Saeima,PreAdmissible_FailedPostSignature
7124,Latvia Proactive,Latvia,Proactive,2012-12-20,2012,Draft Law Amendments to the Law on the Bank of Latvia,PreInadmissible
7125,Latvia Proactive,Latvia,Proactive,2013-02-01,2013,Draft Law Amendments to the Law on the Bank of Latvia,PreInadmissible
7126,Latvia Proactive,Latvia,Proactive,2013-04-09,2013,Draft Amendment to the Constitution of the Republic of Latvia,PreInadmissible
7127,Latvia Proactive,Latvia,Proactive,2013-08-23,2013,Draft Law on People's Participation in the Replacement of the Legal Means of Payment of the Republic of Latvia,PreInadmissible
7128,Latvia Proactive,Latvia,Proactive,2013-10-08,2013,Draft law Amendments to the law Law on the Protection of the Rights of the Child,PreInadmissible
7129,Latvia Proactive,Latvia,Proactive,2014-06-19,2014,"Draft Law Amendments to the Law of 8 November 2012 Law on Referendum, Initiation of Laws and Repeal of European Citizens' Initiatives",PreInadmissible
7130,Latvia Proactive,Latvia,Proactive,2015-02-20,2015,"Law on Personal Material Liability of Saeima Deputies, Ministers and State Secretaries",PreInadmissible
7131,Latvia Proactive,Latvia,Proactive,2015-04-09,2015,"Law on Personal Material Liability of Saeima Deputies, Ministers and State Secretaries",PreInadmissible
7132,Latvia Proactive,Latvia,Proactive,2015-07-08,2015,Proposal to hold a referendum on the recall of the 12th Saeima,PreInadmissible
7134,Latvia Proactive,Latvia,Proactive,2018-01-22,2018,Law on the Equipment of Minority Education Institutions in Latvia,PreInadmissible
7135,Latvia Proactive,Latvia,Proactive,2019-10-25,2019,Proposal for holding a referendum on the recall of the Saeima,PreInadmissible
7136,Latvia Proactive,Latvia,Proactive,2019-11-20,2019,Draft Law “Amendments to the Education Law”,PreInadmissible
7138,Moldova Proactive,Moldova,Proactive,2002-04-24,2002,"The group proposed the introduction of the mixed electoral system - 50 deputies to be elected in uninominal constituencies, and 51 deputies - in one national constituency",PreAdmissibile_SuccPostSignature
7139,Moldova Proactive,Moldova,Proactive,2002-12-27,2002,accession of the Republic of Moldova to the EU and NATO,PreInadmissible
7140,Moldova Proactive,Moldova,Proactive,2004-11-01,2004,"Introduction of Norm: ""The main direction of the foreign policy of the Republic of Moldova at the regional level is the activity aimed at the accession of our country to the single economic space formed by the Republic of Belarus, the Republic of Kazakhstan, the Russian Federation and the Republic of Ukraine"".",PreInadmissible
7141,Moldova Proactive,Moldova,Proactive,2008-03-18,2008,"amend the Constitution by conducting parliamentary elections based on the mixed electoral system and electing the President of the Republic of Moldova by universal, equal, direct, secret and freely expressed vote, applying the uninominal majority system.",PreAdmissible_FailedPostSignature
7142,Moldova Proactive,Moldova,Proactive,2010-06-04,2010,"on the teaching of the discipline ""Basics of Orthodoxy"" in the pre-university education system of the Republic of Moldova",PreInadmissible
7143,Moldova Proactive,Moldova,Proactive,2010-09-29,2010,grant the russian language the status of a second state language,PreInadmissible
7144,Moldova Proactive,Moldova,Proactive,2012-04-11,2012,",,Do you trust the current Parliament of the 19th legislature?”",PreInadmissible
7145,Moldova Proactive,Moldova,Proactive,2012-04-23,2012,"accession of the Republic of Moldova to the treaties establishing the Eurasian Economic Community, forming the single customs territory and establishing of the Customs Union.",PreAdmissible_FailedPostSignature
7146,Moldova Proactive,Moldova,Proactive,2015-11-01,2015,"returning to the election of the President of the country directly by the citizens, reducing the number of deputies from 101 to 71 and depriving them of immunity",PreAdmissible_FailedPostSignature
7148,Moldova Proactive,Moldova,Proactive,2018-02-23,2018,the representatives of the initiative group for the initiation of the referendum to cancel the mixed electoral system repeatedly submitted the package of documents for the group to be registered.,PreInadmissible
7149,North Macedonia Proactive,North Macedonia,Proactive,NA,2019,"Citizens' initiative for collecting signatures from at least 150,000 voters for announcing an additional referendum for decision-making of the citizens on the entire territory of the Republic of Macedonia, changing name to North Macedonia",PreInadmissible
7150,North Macedonia Proactive,North Macedonia,Proactive,NA,2018,"Citizens' initiative for collecting signatures from at least 150,000 voters for announcing a mandatory referendum at the state level on the entire territory of the Republic of Macedonia through the authorized nominator President of the World Macedonian Congress, Todor Petrov",PreInadmissible
7151,North Macedonia Proactive,North Macedonia,Proactive,NA,2013,four issues regarding the aftermath of the conclifct of 2001 and that former fighters should not get special treatment,PreInadmissible
7155,North Macedonia Proactive,North Macedonia,Proactive,NA,2005,against the sale of the Electric Power Distribution in Macedonia,PreInadmissible
7156,North Macedonia Proactive,North Macedonia,Proactive,NA,2004,changes in territorial organization inside of country resulting in changes in ethnic demographics,PreAdmissibile_SuccPostSignature
7157,North Macedonia Proactive,North Macedonia,Proactive,NA,1996,call early elections,PreInadmissible
7159,Netherlands Agenda,Netherlands,Agenda,NA,2006,Smoke-Free Hospital,SuccPostSignature_Inadmissible
7160,Netherlands Agenda,Netherlands,Agenda,2007-02-13,2007,Stop wrong meat,PostSig_Admissible
7162,Netherlands Agenda,Netherlands,Agenda,2009-02-18,2009,More fun with less fireworks,SuccPostSignature_Inadmissible
7163,Netherlands Agenda,Netherlands,Agenda,2010-12-07,2010,Netherlands gets new energy,SuccPostSignature_Inadmissible
7164,Netherlands Agenda,Netherlands,Agenda,2010-12-07,2010,Introducing active donor registration,SuccPostSignature_Inadmissible
7165,Netherlands Agenda,Netherlands,Agenda,2010-05-11,2010,Better diagnosis for people with lyme disease,PostSig_Admissible
7166,Netherlands Agenda,Netherlands,Agenda,2010-05-18,2010,Completed Life (legalisation fo death assistance),PostSig_Admissible
7167,Netherlands Agenda,Netherlands,Agenda,2010-05-18,2010,Adjustment of policy when imposing TBS measure,SuccPostSignature_Inadmissible
7168,Netherlands Agenda,Netherlands,Agenda,2011-03-08,2011,Ban in dog and cat animal testing,SuccPostSignature_Inadmissible
7169,Netherlands Agenda,Netherlands,Agenda,2011-01-11,2011,State pension,PostSig_Admissible
7170,Netherlands Agenda,Netherlands,Agenda,2011-09-06,2011,Ban pedophile association,FailedPostSignature_Inadmissible
7171,Netherlands Agenda,Netherlands,Agenda,2013-12-10,2013,Stop crowded classes,PostSig_Admissible
7172,Netherlands Agenda,Netherlands,Agenda,2013-10-16,2013,Recognize ME (treatment and the diagnosis for the disease myalgic encephalomyelitis),PostSig_Admissible
7173,Netherlands Agenda,Netherlands,Agenda,2013-03-26,2013,Referendum on new transfer of powers to Brussels,PostSig_Admissible
7174,Netherlands Agenda,Netherlands,Agenda,2013-01-29,2013,Duty to inform on medical treatment agreement,PostSig_Admissible
7175,Netherlands Agenda,Netherlands,Agenda,2013-01-21,2013,"Demolish the wall, sanctions against Israel",PostSig_Admissible
7176,Netherlands Agenda,Netherlands,Agenda,2015-06-02,2015,Parliamentary inquiry into the introduction of the euro,PostSig_Admissible
7177,Netherlands Agenda,Netherlands,Agenda,2015-04-21,2015,On the improvement of the monetary system,PostSig_Admissible
7178,Netherlands Agenda,Netherlands,Agenda,2015-01-27,2015,1 pill too many does not make you a criminal (consequenceso of drug posessions),PostSig_Admissible
7179,Netherlands Agenda,Netherlands,Agenda,2014-10-28,2014,Landscape,FailedPostSignature_Inadmissible
7180,Netherlands Agenda,Netherlands,Agenda,2015-11-10,2015,Pharao of the Netherlands (Arjon Henry I wanted to be elected as a Pharao),SuccPostSignature_Inadmissible
7181,Netherlands Agenda,Netherlands,Agenda,2015-09-29,2015,Against Nuclear Weapons,PostSig_Admissible
7182,Netherlands Agenda,Netherlands,Agenda,2016-09-13,2016,Tackling internet bullies,PostSig_Admissible
